"DIST.KM","SUI.IN.AREA","SUI.IN.FRAC","SUI.OT.AREA","SUI.OT.FRAC","UNS.IN.AREA","UNS.IN.FRAC","UNS.OT.AREA","UNS.OT.FRAC","TOTAL.IN","SUI.FRAC","UNS.FRAC","TOTAL.SUI","IN.FRAC","OT.FRAC","GS"
25,4732301.85446167,0.136380632156047,17341384.0946655,0.499762905669579,505647.479248047,0.0145723001171076,12119888.7386475,0.349284162057267,5237949.33370972,0.903464610473823,0.096535389526177,22073685.9491272,0.214386571656773,0.785613428343227,"1"
50,7536660.81948853,0.217199705031175,14537025.1296387,0.418943832794451,1015946.15365601,0.0292786434452567,11609590.0642395,0.334577818729118,8552606.97314453,0.881212107975251,0.118787892024749,22073685.9491272,0.341431912950928,0.658568087049072,"1"
100,10643036.1736450,0.306722615348995,11430649.7754822,0.329420922476631,1982525.74133301,0.0571345873919085,10643010.4765625,0.306721874782466,12625561.9149780,0.842975246988327,0.157024753011673,22073685.9491272,0.482159445331143,0.517840554668857,"1"
200,13692439.3249817,0.394603638637025,8381246.6241455,0.2415398991886,3329974.79876709,0.0959668427937217,9295561.41912842,0.267889619380653,17022414.1237488,0.804377054008968,0.195622945991032,22073685.9491272,0.620305976833157,0.379694023166842,"1"
300,15339145.0539246,0.442060198931563,6734540.89520264,0.194083338894063,4142763.58007812,0.119390675679621,8482772.63781738,0.244465786494753,19481908.6340027,0.787353300033059,0.212646699966941,22073685.9491272,0.694906373556115,0.305093626443885,"1"
400,16554815.0191345,0.47709470083937,5518870.92999268,0.159048836986256,4808965.26147461,0.138590001767963,7816570.9564209,0.225266460406412,21363780.2806091,0.774901014787188,0.225098985212812,22073685.9491272,0.749979638982274,0.250020361017725,"1"
500,17571159.4342957,0.506384821818711,4502526.51483154,0.129758716006915,5369462.52603149,0.154743022773995,7256073.69186401,0.209113439400380,22940621.9603271,0.765940847841123,0.234059152158877,22073685.9491272,0.79602289689142,0.203977103108580,"1"
750,19234774.6148682,0.554328697118416,2838911.33425903,0.0818148407072094,7088893.90649414,0.204295470151237,5536642.31140137,0.159560992023137,26323668.5213623,0.730702660203257,0.269297339796743,22073685.9491272,0.871389339288336,0.128610660711664,"1"
1000,20330805.1450500,0.585915299403223,1742880.80407715,0.050228238422403,8985943.49575806,0.258966712639976,3639592.72213745,0.104889749534398,29316748.6408081,0.69348771905593,0.30651228094407,22073685.9491272,0.921042602123908,0.0789573978760925,"1"
1500,21627371.3928833,0.623281158545318,446314.556243896,0.0128623792803074,11965268.9364929,0.344828160092431,660267.281402588,0.0190283020819438,33592640.3293762,0.64381278699223,0.356187213007770,22073685.9491272,0.97978069646943,0.0202193035305707,"1"
2000,22070576.8054810,0.63605393513565,3109.14364624023,8.96026899760044e-05,12624041.4873657,0.363813385400993,1494.73052978516,4.30767733809812e-05,34694618.2928467,0.636138337628907,0.363861662371093,22073685.9491272,0.99985914705621,0.00014085294379044,"1"
25,5047145.49047852,0.145454139178808,18268793.5577393,0.526490002277385,190803.843231201,0.00549879309434597,11192479.2755737,0.322557065449461,5237949.33370972,0.96357279708621,0.0364272029137912,23315939.0482178,0.21646760527384,0.78353239472616,"2"
50,8120954.08703613,0.234038505184537,15194984.9611816,0.437905636271656,431652.886108398,0.0124398432918946,10951630.2326965,0.315616015251912,8552606.97314453,0.949529671191041,0.0504703288089588,23315939.0482178,0.348300536823409,0.651699463176591,"2"
100,11717347.7176819,0.337683296221486,11598591.3305359,0.334260845234707,908214.197296143,0.0261739065194172,10475068.9215088,0.301881952024390,12625561.9149780,0.928065443469989,0.0719345565300111,23315939.0482178,0.502546678195127,0.497453321804873,"2"
200,15405687.2840881,0.443977885438865,7910251.76412964,0.227966256017328,1616726.83966064,0.046592595991882,9766556.27914429,0.281463262551925,17022414.1237488,0.905023645417892,0.0949763545821078,23315939.0482178,0.660736299414272,0.339263700585728,"2"
300,17362349.0007019,0.500367095179518,5953590.04751587,0.171577046276675,2119559.63330078,0.0610837794316657,9263723.48550415,0.266972079112141,19481908.6340027,0.891203697075069,0.108796302924931,23315939.0482178,0.744655789535058,0.255344210464942,"2"
400,18700456.8273010,0.538930144810954,4615482.22091675,0.133013996645239,2663323.45330811,0.076754557796378,8719959.66549683,0.251301300747429,21363780.2806091,0.875334635615707,0.124665364384293,23315939.0482178,0.80204605049911,0.197953949500891,"2"
500,19612176.0666504,0.565205063452094,3703762.98156738,0.106739078004099,3328445.89367676,0.095922781140611,8054837.22512817,0.232133077403196,22940621.9603271,0.85491038998712,0.145089610012879,23315939.0482178,0.841148882148476,0.158851117851524,"2"
750,21185904.3734436,0.610558480863533,2130034.67477417,0.0613856605926603,5137764.1479187,0.148065686406121,6245518.97088623,0.179990172137686,26323668.5213623,0.804823398997397,0.195176601002603,23315939.0482178,0.908644697073139,0.0913553029268614,"2"
1000,22251161.5326233,0.641258222605642,1064777.51559448,0.0306859188505505,7065587.10818481,0.203623789437556,4317696.01062012,0.124432069106251,29316748.6408081,0.758991449060292,0.241008550939708,23315939.0482178,0.954332634281103,0.0456673657188974,"2"
1500,23128688.3360901,0.666547746366229,187250.712127686,0.00539639508996383,10463951.9932861,0.301561572271520,919331.125518799,0.0264942862722874,33592640.3293762,0.688504628076657,0.311495371923343,23315939.0482178,0.991968982602826,0.008031017397174,"2"
2000,23312829.9045715,0.671854538766217,3109.14364624023,8.96026899760044e-05,11381788.3882751,0.328012781770426,1494.73052978516,4.30767733809812e-05,34694618.2928467,0.671943691894664,0.328056308105336,23315939.0482178,0.999866651579428,0.000133348420572316,"2"
25,5182465.02349854,0.149353924954082,16533341.5762024,0.476475855758959,55484.3102111816,0.0015990073190722,12927931.2571106,0.372571211967886,5237949.33370972,0.98940724572227,0.0105927542777291,21715806.5997009,0.238649437206256,0.761350562793744,"3"
50,8403168.75289917,0.242171674985998,13312637.8468018,0.383658105727043,149438.220245361,0.00430667349043299,12833977.3470764,0.369863545796526,8552606.97314453,0.982527173209923,0.0174728267900773,21715806.5997009,0.386960931629171,0.613039068370829,"3"
100,12211294.7270203,0.351918399445437,9504511.87268066,0.273911381267604,414267.187957764,0.0119388032954662,12569148.3793640,0.362231415991492,12625561.9149780,0.967188217780128,0.0328117822198716,21715806.5997009,0.562322871635283,0.437677128364717,"3"
200,15874861.1907043,0.457499050390571,5840945.40899658,0.168330730322470,1147552.93304443,0.0330714310401759,11835862.6342773,0.341098788246783,17022414.1237488,0.932585770461111,0.0674142295388894,21715806.5997009,0.73102793201902,0.268972067980980,"3"
300,17361804.5545654,0.500351404737414,4354002.0451355,0.125478375975627,2120104.07943726,0.06109946987377,10863311.4878845,0.313070749413189,19481908.6340027,0.891175750832907,0.108824249167093,21715806.5997009,0.799500791041514,0.200499208958486,"3"
400,18306881.3617249,0.527587658121146,3408925.23797607,0.0982421225918958,3056898.91888428,0.0880970444861868,9926516.6484375,0.286073174800772,21363780.2806091,0.85691207835259,0.143087921647410,21715806.5997009,0.84302101686506,0.15697898313494,"3"
500,18993553.7343445,0.547376930898338,2722252.86535645,0.078452849814703,3947068.22598267,0.113750913694367,9036347.34133911,0.260419305592592,22940621.9603271,0.82794414934309,0.172055850656909,21715806.5997009,0.874641871907538,0.125358128092462,"3"
750,20217253.2795105,0.582642837992042,1498553.32019043,0.043186942720999,6106415.24185181,0.175981329277611,6877000.32546997,0.198188890009347,26323668.5213623,0.768025674806826,0.231974325193174,21715806.5997009,0.930992509382034,0.0690074906179662,"3"
1000,21164501.9659119,0.609941682958706,551304.633789062,0.0158880977543355,8152246.67489624,0.234940329084493,4831168.89242554,0.139229890202466,29316748.6408081,0.72192527981945,0.27807472018055,21715806.5997009,0.974612748955102,0.0253872510448981,"3"
1500,21702546.7342529,0.625447643459815,13259.8654479980,0.000382137253226382,11890093.5951233,0.342661675177934,1093321.97219849,0.0315085441090248,33592640.3293762,0.646050638516628,0.353949361483372,21715806.5997009,0.99938939106926,0.000610608930739909,"3"
2000,21714192.2144775,0.625783255600299,1614.38522338867,4.65251127422373e-05,12980426.0783691,0.374084064936344,2989.48895263672,8.61543506147483e-05,34694618.2928467,0.62586629520448,0.37413370479552,21715806.5997009,0.999925658519016,7.43414809842203e-05,"3"
25,5219095.31237793,0.150409576539097,25622019.2009583,0.738403272489168,18854.0213317871,0.000543355734057506,3839253.63235474,0.110643795237677,5237949.33370972,0.99640049566527,0.00359950433473055,30841114.5133362,0.169225249953957,0.830774750046043,"4"
50,8514503.03344727,0.245380227616146,22326611.4798889,0.643432621412119,38103.9396972656,0.00109812086028484,3820003.71398926,0.11008903011145,8552606.97314453,0.995544757310033,0.00445524268996731,30841114.5133362,0.276076372978203,0.723923627021797,"4"
100,12550243.3830872,0.361686591205915,18290871.1302490,0.52712625782235,75318.5318908691,0.00217061153498853,3782789.12179565,0.109016539436746,12625561.9149780,0.994034441207601,0.00596555879239853,30841114.5133362,0.406932226060126,0.593067773939874,"4"
200,16859362.8704224,0.485871492717352,13981751.6429138,0.402941356310913,163051.253326416,0.00469898871339473,3695056.40036011,0.106488162258340,17022414.1237488,0.990421379004113,0.00957862099588656,30841114.5133362,0.546652192583122,0.453347807416878,"4"
300,19192532.6937256,0.553111323399223,11648581.8196106,0.335701525629042,289375.940277100,0.00833955121196104,3568731.71340942,0.102847599759774,19481908.6340027,0.985146427605556,0.0148535723944439,30841114.5133362,0.622303473677206,0.377696526322794,"4"
400,20920409.3606567,0.602907156245680,9920705.15267944,0.285905692782585,443370.919952393,0.0127775463616519,3414736.73373413,0.098409604610083,21363780.2806091,0.979246607382738,0.0207533926172616,30841114.5133362,0.67832857828826,0.321671421711741,"4"
500,22321136.549469,0.643274838900639,8519977.96386719,0.245538010127627,619485.410858154,0.017853005692067,3238622.24282837,0.0933341452796679,22940621.9603271,0.972996137073813,0.0270038629261872,30841114.5133362,0.723746106510418,0.276253893489582,"4"
750,25262572.048584,0.72804433272262,5578542.4647522,0.160768516305645,1061096.47277832,0.0305798345470338,2797011.18090820,0.0806073164247011,26323668.5213623,0.959690402881452,0.0403095971185481,30841114.5133362,0.819119945800274,0.180880054199726,"4"
1000,27653203.7802734,0.79694016330298,3187910.73306274,0.0918726857252857,1663544.86053467,0.0479418487402193,2194562.79315186,0.0632453022315156,29316748.6408081,0.943256161148134,0.0567438388518657,30841114.5133362,0.896634386163826,0.103365613836174,"4"
1500,30223773.9151917,0.87102165488642,617340.598144531,0.0177911941418455,3368866.41418457,0.0970876637513292,489241.239501953,0.0140994872204057,33592640.3293762,0.89971415223237,0.10028584776763,30841114.5133362,0.979983194255915,0.020016805744085,"4"
2000,30837707.0137329,0.888714647991168,3407.49960327148,9.82010370973067e-05,3856911.27911377,0.111152672545475,1196.37457275391,3.44784262596789e-05,34694618.2928467,0.888832577820607,0.111167422179393,30841114.5133362,0.99988951438179,0.000110485618209356,"4"
25,5216838.53494263,0.150344538267506,25478123.1121521,0.734256318182426,21110.7987670898,0.000608394005648721,3983149.72116089,0.11479074954442,5237949.33370972,0.995969644335575,0.00403035566442533,30694961.6470947,0.169957486669034,0.830042513330965,"5"
50,8509016.62097168,0.245222114202273,22185945.0261230,0.639378742247658,43590.3521728516,0.00125623427415842,3960670.16775513,0.114142909275910,8552606.97314453,0.99490326723656,0.00509673276344005,30694961.6470947,0.277212160054191,0.722787839945809,"5"
100,12533133.2803955,0.36119349361977,18161828.3666992,0.523407362830161,92428.6345825195,0.00266370912113302,3911831.88534546,0.112735434428936,12625561.9149780,0.99267924586605,0.0073207541339502,30694961.6470947,0.408312394212806,0.591687605787194,"5"
200,16823889.138916,0.484849172063143,13871072.5081787,0.399751684386788,198524.984832764,0.00572130936760412,3805735.53509521,0.109677834182465,17022414.1237488,0.98833743654751,0.0116625634524889,30694961.6470947,0.548099369933840,0.451900630066160,"5"
300,19154204.9074707,0.55200675148489,11540756.7396240,0.332594104965041,327703.726531982,0.0094441231262937,3676556.793396,0.105955020423775,19481908.6340027,0.98317907486949,0.0168209251305093,30694961.6470947,0.624017880448586,0.375982119551414,"5"
400,20877671.0676270,0.60167547754049,9817290.57946777,0.282925378909441,486109.212982178,0.0140092250668421,3518151.3069458,0.101389918483227,21363780.2806091,0.977246105015254,0.0227538949847465,30694961.6470947,0.680166058119282,0.319833941880718,"5"
500,22270294.1556702,0.641809607387549,8424667.49142456,0.242791249062383,670327.804656982,0.0193182372051569,3333932.71527100,0.0960809063449118,22940621.9603271,0.97077987659549,0.0292201234045105,30694961.6470947,0.725535819582236,0.274464180417764,"5"
750,25200182.6221924,0.72624632624019,5494779.02490234,0.158354530209742,1123485.89916992,0.0323778410294642,2880774.62075806,0.0830213025206045,26323668.5213623,0.95732031429213,0.0426796857078711,30694961.6470947,0.820987591120759,0.179012408879241,"5"
1000,27574392.9608765,0.794668907220707,3120568.68621826,0.0899319492292243,1742355.67993164,0.0502131048224918,2261904.83999634,0.065186038727577,29316748.6408081,0.940567908765083,0.0594320912349171,30694961.6470947,0.898336126883103,0.101663873116897,"5"
1500,30084540.3221130,0.867009069462792,610421.32498169,0.0175917869871394,3508100.00726318,0.101100249174957,496160.512664795,0.0142988943751118,33592640.3293762,0.895569387435277,0.104430612564723,30694961.6470947,0.980113305499456,0.0198866945005441,"5"
2000,30691554.1474915,0.884502655412834,3407.49960327148,9.82010370973067e-05,4003064.14535522,0.115364665123809,1196.37457275391,3.44784262596789e-05,34694618.2928467,0.884620026323201,0.115379973676799,30694961.6470947,0.999888988308816,0.000111011691183983,"5"
25,5125454.79708862,0.147710942119035,16404828.1296692,0.47277221520141,112494.536621094,0.00324199015411953,13056444.7036438,0.376274852525436,5237949.33370972,0.97852317205569,0.0214768279443094,21530282.9267578,0.238057939810847,0.761942060189153,"6"
50,8279017.50741577,0.238593749092276,13251265.4193420,0.381889408228168,273589.46572876,0.00788459938415486,12895349.7745361,0.371632243295400,8552606.97314453,0.968010985821301,0.0319890141786989,21530282.9267578,0.384528969525366,0.615471030474634,"6"
100,11958502.3170166,0.344633152278026,9571780.60974121,0.275850005042418,667059.597961426,0.0192240504628770,12501879.6423035,0.360292792216678,12625561.9149780,0.947165947745258,0.0528340522547417,21530282.9267578,0.555427086476165,0.444572913523835,"6"
200,15521119.4995422,0.447304536823109,6009163.42721558,0.173178620497336,1501294.62420654,0.0432659446076384,11667644.6160583,0.336250898071917,17022414.1237488,0.911804834890486,0.0881951651095138,21530282.9267578,0.720897145306558,0.279102854693442,"6"
300,17090795.5742188,0.492541172593241,4439487.35253906,0.127941984727204,2391113.05978394,0.0689097020179430,10777826.1804810,0.310607140661612,19481908.6340027,0.877264948486073,0.122735051513927,21530282.9267578,0.793802646828125,0.206197353171875,"6"
400,18055160.3999023,0.520333289115095,3475122.52685547,0.100149868205350,3308619.88070679,0.0953514134922373,9860319.3595581,0.284165429187318,21363780.2806091,0.845129474407212,0.154870525592789,21530282.9267578,0.838593736149348,0.161406263850652,"6"
500,18748366.10849,0.540310846688315,2781916.81826782,0.0801723106321296,4192255.85183716,0.120816997904390,8976683.38842773,0.258699844775165,22940621.9603271,0.817256225263329,0.182743774736671,21530282.9267578,0.87079051270569,0.129209487294310,"6"
750,19993182.9755554,0.576185335778404,1537099.95120239,0.0442978215420406,6330485.54580688,0.182438831491250,6838453.69445801,0.197078011188306,26323668.5213623,0.759513551818602,0.240486448181398,21530282.9267578,0.928607535886484,0.0713924641135155,"6"
1000,20937416.2086792,0.60339727812624,592866.718078613,0.0170858791942045,8379332.4321289,0.241484733916959,4789606.80813599,0.138032108762597,29316748.6408081,0.714179340458474,0.285820659541526,21530282.9267578,0.972463589071475,0.0275364109285252,"6"
1500,21496962.1202087,0.619522882003935,33320.8065490723,0.000960275316509531,12095678.2091675,0.348586436633814,1073261.03109741,0.0309304060457417,33592640.3293762,0.639930708316786,0.360069291683214,21530282.9267578,0.998452374886924,0.00154762511307556,"6"
2000,21528370.1855774,0.620428033860581,1912.74118041992,5.51234598635397e-05,13166248.1072693,0.379439286676062,2691.13299560547,7.75560034934459e-05,34694618.2928467,0.620510362842531,0.379489637157469,21530282.9267578,0.999911160425205,8.88395747945685e-05,"6"
25,5058387.6864624,0.14577812903454,16408799.8426514,0.472886676354546,179561.647247314,0.00517480323861454,13052472.9906616,0.376160391372299,5237949.33370972,0.965719094285293,0.0342809057147069,21467187.5291138,0.235633460582679,0.764366539417321,"7"
50,8156066.42251587,0.235050410734198,13311121.1065979,0.383614394654888,396540.550628662,0.0114279377422334,12835494.0872803,0.36990725686868,8552606.97314453,0.953635125304622,0.046364874695378,21467187.5291138,0.379931763835138,0.620068236164862,"7"
100,11750355.9792175,0.338634564275184,9716831.54989624,0.280030241113903,875205.935760498,0.0252226384657196,12356828.7021484,0.356112556145194,12625561.9149780,0.930679842873194,0.0693201571268063,21467187.5291138,0.547363550222017,0.452636449777983,"7"
200,15257633.3787231,0.439711106643296,6209554.15039062,0.17895369874579,1764780.74502563,0.050859374787451,11467253.8928833,0.330475819823463,17022414.1237488,0.896326059735352,0.103673940264648,21467187.5291138,0.710742073596309,0.289257926403691,"7"
300,16904981.6088257,0.487186183236458,4562205.92028809,0.131478622152628,2576927.025177,0.0742646913747263,10655107.6127319,0.307070503236187,19481908.6340027,0.867727178399791,0.132272821600209,21467187.5291138,0.787480036027038,0.212519963972962,"7"
400,17911486.4454346,0.5161927365178,3555701.0836792,0.102472068871286,3452293.83517456,0.099491966089532,9779740.80273438,0.281843228521382,21363780.2806091,0.838404355885085,0.161595644114915,21467187.5291138,0.834365769672578,0.165634230327422,"7"
500,18625609.5186462,0.536773113500728,2841578.01046753,0.0818916918883587,4315012.44168091,0.124354731091978,8917022.19622803,0.256980463518936,22940621.9603271,0.811905167647888,0.188094832352112,21467187.5291138,0.867631565308041,0.132368434691959,"7"
750,19905214.6804504,0.573650169581261,1561972.84866333,0.0450146358078249,6418453.84091187,0.184973997688392,6813580.79699707,0.196361196922522,26323668.5213623,0.756171757150675,0.243828242849325,21467187.5291138,0.927239055113997,0.0727609448860026,"7"
1000,20839148.9460449,0.600565305058911,628038.583068848,0.0180995003301751,8477599.69476318,0.244316706984288,4754434.94314575,0.137018487626626,29316748.6408081,0.710827425011156,0.289172574988844,21467187.5291138,0.97074425412192,0.0292557458780803,"7"
1500,21402002.6650696,0.616786236937885,65184.8640441895,0.00187856845120118,12190637.6643066,0.351323081699864,1041396.97360229,0.03001211291105,33592640.3293762,0.63710391488203,0.362896085117969,21467187.5291138,0.996963511687044,0.00303648831295603,"7"
2000,21464079.8722534,0.618575245546926,3107.65686035156,8.95598421599492e-05,13230538.4205933,0.381292074989717,1496.21731567383,4.31196211970364e-05,34694618.2928467,0.618657328669296,0.381342671330704,21467187.5291138,0.999855236888571,0.000144763111429337,"7"
25,4832278.79312134,0.139261876530299,15762242.5454712,0.454253483539214,405670.540588379,0.0116910557428552,13699030.2878418,0.394793584187631,5237949.33370972,0.922551648604614,0.0774483513953862,20594521.3385925,0.234639043737619,0.765360956262381,"8"
50,7732687.1211853,0.222849004625074,12861834.2174072,0.37066635544444,819919.851959229,0.0236293438513576,13284780.9764709,0.382855296079129,8552606.97314453,0.904132172268198,0.095867827731802,20594521.3385925,0.37547301993831,0.62452698006169,"8"
100,11061369.2225037,0.318778593054922,9533152.11608887,0.274736767014592,1564192.69247437,0.0450786096859813,12540508.1359558,0.361406030244505,12625561.9149780,0.876109063263258,0.123890936736742,20594521.3385925,0.53710251579266,0.46289748420734,"8"
200,14310155.427063,0.412405654460549,6284365.91152954,0.181109705608965,2712258.69668579,0.078164826970198,11392442.1317444,0.328319812960288,17022414.1237488,0.840665449861087,0.159334550138913,20594521.3385925,0.694852538293613,0.305147461706387,"8"
300,15970767.6215820,0.460262986435479,4623753.7170105,0.133252373634035,3511141.01242065,0.101187888175705,10593559.8160095,0.305296751754781,19481908.6340027,0.819774279903331,0.180225720096669,20594521.3385925,0.775486225632934,0.224513774367066,"8"
400,17028977.7204895,0.490759638314701,3565543.61810303,0.102755721754813,4334802.56011963,0.124925064292632,9769898.26831055,0.281559575637854,21363780.2806091,0.797095715122378,0.202904284877622,20594521.3385925,0.826869313470206,0.173130686529795,"8"
500,17747499.2437134,0.511466774623558,2847022.09487915,0.0820485854459553,5193122.71661377,0.149661069969147,8911578.1118164,0.256823569961339,22940621.9603271,0.77362764071547,0.226372359284531,20594521.3385925,0.86175827793851,0.138241722061491,"8"
750,19025886.2731628,0.54830872523836,1568635.06542969,0.0452066348311542,7297782.24819946,0.210315442031294,6806918.58023071,0.196169197899192,26323668.5213623,0.722767279101804,0.277232720898196,20594521.3385925,0.923832409618077,0.076167590381923,"8"
1000,19901808.9573059,0.573552019740088,692712.381286621,0.0199633403294255,9414939.6835022,0.271329992303111,4689761.14492798,0.135154647627376,29316748.6408081,0.678854575626546,0.321145424373454,20594521.3385925,0.966364239794759,0.0336357602052412,"8"
1500,20481183.8399963,0.590249076518527,113337.498596191,0.00326628355098705,13111456.4893799,0.377860242119222,993244.339050293,0.0286243978112641,33592640.3293762,0.609692588590182,0.390307411409818,20594521.3385925,0.994496716057012,0.00550328394298758,"8"
